gwas_id
ROS20275399
ROS10442701
ROS20152393
ROS20626558
ROS15176592
ROS21174691
ROS15146050
ROS10606903
ROS20969088
ROS11319389
ROS21185180
ROS10433070
ROS10439580
ROS10490993
ROS20266118
ROS11444465
ROS21001933
ROS20984415
ROS20706215
ROS21112011
ROS20297791
ROS21411297
ROS20550027
ROS11342432
ROS10481686
ROS15179365
ROS20998065
ROS20327084
ROS11395417
ROS10478041
ROS10277308
ROS20993308
ROS21117192
ROS20996621
ROS20730959
ROS21405627
ROS20966477
ROS20594669
ROS20611993
ROS10533083
ROS10460587
ROS20500815
ROS21142003
ROS20946545
ROS10460299
ROS20956605
ROS20521752
ROS20339740
ROS21181988
ROS11259716
ROS20128523
ROS20177982
ROS10572120
ROS21174303
ROS21001807
ROS10669174
ROS20102505
ROS20487369
ROS10479920
ROS11430815
ROS11310844
ROS10208143
ROS10536568
ROS11697592
ROS15121461
ROS20603141
ROS21172121
ROS20174533
ROS15113169
ROS20956867
ROS21117516
ROS20610726
ROS10850171
ROS21412626
ROS20431359
ROS20665307
ROS20376029
ROS15420223
ROS21401399
ROS10235948
ROS15114174
ROS10684501
ROS10417638
ROS20288196
ROS20240514
ROS20171508
ROS20969114
ROS10249336
ROS20970441
ROS21000504
ROS11327005
ROS21193068
ROS10101291
ROS20929774
ROS20660226
ROS10485914
ROS11349119
ROS15797073
ROS20233939
ROS11460357
ROS20156469
ROS15483818
ROS20311676
ROS15144878
ROS11467746
ROS10502798
ROS20906493
ROS20164059
ROS10202345
ROS20236838
ROS20602974
ROS20141228
ROS20139850
ROS20195344
ROS20147026
ROS20506325
ROS21402016
ROS21145876
ROS21000766
ROS20249897
ROS21101658
ROS10929637
ROS10290427
ROS20299973
ROS11345331
ROS11157783
ROS20492186
ROS21411323
ROS21402304
ROS15110134
ROS15115927
ROS21126085
ROS10976490
ROS20115276
ROS20904509
ROS21191200
ROS21246218
ROS20584923
ROS20774339
ROS20559562
ROS15139925
ROS20557128
ROS20561642
ROS20532115
ROS20530195
ROS21232244
ROS20232186
ROS11302830
ROS11072071
ROS20106383
ROS20234818
ROS61215831
ROS20925446
ROS20219931
ROS21140119
ROS20909680
ROS20197364
ROS20105242
ROS20130577
ROS11344452
ROS21403733
ROS20990085
ROS21276174
ROS15147641
ROS20494368
ROS10308444
ROS20225051
ROS20151388
ROS15702926
ROS20474724
ROS10510090
ROS21189544
ROS21144735
ROS21131352
ROS21002524
ROS21155350
ROS10986136
ROS20270768
ROS10425642
ROS11200645
ROS21403157
ROS20390027
ROS10490579
ROS11069724
ROS20630946
ROS11335695
ROS21274866
ROS21176585
ROS21002812
ROS10275964
ROS21000630
ROS20683921
ROS20133764
ROS10255456
ROS20416210
ROS20726273
ROS10660639
ROS20224046
ROS11448667
ROS10499302
ROS21236608
ROS11165535
ROS10291856
ROS20865035
ROS21120287
MAP50197261
MAP50104684
MAP50107871
MAP34726040
MAP31037310
MAP50101109
MAP51826377
MAP61344957
MAP50305165
MAP50105725
MAP90447310
MAP50100482
MAP85666580
MAP90214403
MAP50107583
MAP50108174
MAP89001223
MAP50300408
MAP22813029
MAP50401976
MAP70883578
MAP62483327
MAP94722642
MAP84642424
MAP70726480
MAP23870000
MAP93462021
MAP43074402
MAP50302978
MAP50102240
MAP29933130
MAP77143621
MAP15218541
MAP50401264
MAP50100518
MAP92113025
MAP50103967
MAP25300551
MAP82684406
MAP61142759
MAP95116046
MAP50409406
MAP22868024
MAP50101659
MAP56696733
MAP50100770
MAP78072753
MAP50104134
MAP50104972
MAP36492755
MAP50302004
MAP50404299
MAP89164957
MAP50109215
MAP50107457
MAP12365619
MAP07883803
MAP51815338
MAP95330358
MAP50410319
MAP09391376
MAP83034844
MAP72188804
MAP50100932
MAP09650662
MAP50102952
MAP50302716
MAP34999847
MAP50102376
MAP08109170
MAP07253015
MAP50103381
MAP05498462
MAP31509843
MAP50404749
MAP50409370
MAP50408815
MAP52509923
MAP50301251
MAP66924745
MAP50302554
MAP67216828
MAP74078795
MAP50407936
MAP54458919
MAP56102646
MAP50102088
MAP34962204
MAP35941263
MAP50406057
MAP45566083
MAP91018909
MAP26569730
MAP50410283
MAP87779516
MAP61029627
MAP53389845
MAP50400709
MAP50301413
MAP50301387
MAP50108886
MAP03713990
MAP82317494
MAP04879843
MAP65001607
MAP50109189
MAP37178462
MAP17929065
MAP76008327
MAP37452211
MAP25580771
MAP46369736
MAP64216968
MAP92629514
MAP50402017
MAP60848460
MAP50300084
MAP92996364
MAP01243685
MAP26498416
MAP70625336
MAP72650337
MAP80187972
MAP81852640
MAP53772202
MAP09841821
MAP00482428
MAP64493027
MAP93787649
MAP71727427
MAP50107907
MAP41773404
MAP68015667
MAP98953007
MAP50402431
MAP50106316
ROS21180423
ROS20280666
ROS20239863
ROS20965598
ROS20260284
ROS20178159
ROS20905352
ROS10516762
ROS10345561
ROS20372539
ROS21001069
ROS21155774
ROS20170917
ROS21114031
ROS20223455
ROS20264936
ROS20254902
ROS10494519
ROS10383017
ROS20951100
ROS20312979
ROS10495100
ROS10359111
ROS21183160
ROS11216503
ROS20917694
ROS10442413
ROS20261037
ROS15148520
ROS20178447
ROS15143863
ROS20344143
ROS11632851
ROS20557542
ROS10462057
ROS20643329
ROS11313031
ROS20954261
ROS20654818
ROS11353057
ROS11464261
ROS20267411
ROS20244554
ROS15461128
ROS15138884
ROS20252720
ROS11624423
ROS10288185
ROS42874904
ROS41817635
MAP66406040
ROS11118510
MAP50104710
MAP50101497
MAP87038802
MAP60747316
MAP91921829
MAP71626373
MAP50301675
MAP50407800
MAP50103129
MAP17219510
MAP32689956
MAP50104558
MAP02817047
MAP05779736
MAP43485807
MAP47067421
MAP05689621
MAP50406471
MAP60871487
MAP69982533
MAP82624422
MAP86471999
MAP50400835
MAP35286551
MAP70816595
MAP85065193
MAP39316600
MAP67185070
MAP71648351
MAP06073025
MAP30755009
MAP50101073
MAP36010337
MAP49429845
MAP02899847
MAP86071821
MAP14498577
MAP45450112
MAP23690880
MAP50301549
MAP27560777
MAP64291829
MAP97006937
MAP53682197
MAP50102664
MAP06107196
MAP50302266
MAP50402567
MAP50408941
MAP82527318
MAP50403310
MAP77970662
MAP50106578
MAP50109477
MAP50302428
MAP50105563
MAP95491648
MAP93815598
MAP80333458
MAP45115248
MAP90942860
MAP04947970
MAP50105987
MAP62404688
MAP08132197
MAP24039289
MAP24310553
MAP36830117
MAP50102114
MAP50104846
MAP50105275
MAP50106730
MAP50106992
MAP50107169
MAP50107745
MAP50300110
MAP50404163
MAP54122640
MAP57978756
MAP65652206
MAP90267190
MAP92613520
ROS11030909
ROS20271359
ROS10203224
ROS20922259
ROS20942767
ROS10514454
ROS20978133
ROS11440263
ROS20187042
ROS20800682
ROS10537609
ROS20149910
ROS20232474
ROS11616707
ROS11631558
ROS15413198
ROS20906079
ROS21176459
ROS11466579
ROS10253148
ROS21407511
ROS20787136
ROS10205244
ROS11471260
ROS20767628
ROS11455530
ROS20112377
ROS20368015
ROS21232118
ROS11409232
ROS11413170
ROS20180815
ROS11310718
ROS21000180
ROS20201189
ROS20914669
ROS11275158
ROS20221273
ROS11229148
ROS11173549
ROS10435090
ROS10524640
ROS10901987
ROS20963578
ROS11681508
ROS15844425
ROS20242958
ROS15773499
ROS20953832
ROS10480383
ROS20165190
ROS20108141
ROS21411459
ROS10885370
ROS20185860
ROS20798913
ROS20124321
ROS20148879
ROS20179164
ROS21157370
ROS10424475
ROS20945666
MAP22776575
MAP64358179
MAP09032080
MAP50102826
MAP31756046
MAP87264456
MAP86903794
MAP77891596
MAP66754397
MAP00668310
ROS21156815
ROS15712086
ROS20267709
MAP50104422
MAP50100806
MAP46000440
MAP36379623
MAP61490006
MAP50301099
ROS20170043
ROS86094238
ROS10292311
ROS10222853
ROS11336574
ROS21159840
ROS20194465
ROS11421184
ROS10419072
ROS10300914
ROS20201927
ROS20143248
ROS21125818
ROS10101327
ROS21412752
ROS10218339
ROS15495024
ROS20104101
ROS10271474
ROS11606935
ROS20780035
ROS21158709
ROS94370928
MAP51624179
MAP33411712
MAP50105699
MAP39226595
ROS20788853
MAP36267530
MAP96892753
MAP67531158
MAP69432088
MAP68725248
MAP95453354
ROS20939708
ROS21002236
MAP50410157
MAP57833358
ROS20153272
MAP28314511
ROS15831042
MAP23601829
ROS21156103
MAP50409820
ROS11390174
ROS21192189
ROS21406344
ROS20173942
ROS20667589
MAP75862131
ROS20646778
MAP72830557
ROS20895027
MAP69544171
ROS20738353
ROS20877791
ROS21162197
ROS20794261
MAP91347203
MAP78511269
ROS21160753
ROS20739782
MAP71514280
MAP78123271
MAP66787314
ROS20834164
ROS20574151
ROS20631825
ROS20779672
MAP67831051
ROS21175732
ROS20723662
ROS20555072
MAP67628490
MAP72777797
ROS20559986
ROS20608934
ROS91698297
MAP91707643
ROS21144023
ROS94716946
ROS88922125
ROS86495735
MAP91349809
MAP97775875
ROS64777164
ROS59796318
MAP97130008
ROS67123238
ROS57737709
MAP95281012
ROS21128131
MAP90155007
MAP92308774
MAP90434801
ROS62775766
MAP95868799
ROS87268108
ROS77098163
MAP91897758
ROS75142238
MAP16322424
ROS48213489
ROS21135130
ROS94372362
ROS68671371
ROS21119086
ROS85186331
MAP92393245
ROS21135554
ROS47071819
MAP97220113
MAP98322204
MAP94115009
ROS21138327
ROS54474801
MAP90544686
ROS59407454
MAP97882751
ROS95392352
ROS97929179
MAP94430339
MAP68778359
MAP75495116
MAP77239958
ROS20603727
ROS20662822
ROS20535564
ROS20848390
ROS20821943
MAP72659872
ROS20712597
MAP76867532
ROS21180847
MAP69577198
MAP77330002
ROS20618256
ROS20616100
ROS20649389
ROS20402408
MAP76733461
MAP72560222
MAP70669392
MAP73549281
MAP72076711
ROS20431061
ROS20739944
MAP73369061
MAP66800446
MAP98506202
ROS21135680
ROS21123474
ROS59371363
MAP97749823
ROS43462940
ROS64858250
ROS75005810
ROS94593487
MAP91280115
MAP94144536
MAP99367207
MAP96140000
ROS98627990
ROS56603444
MAP97264179
MAP93103023
ROS73026243
ROS48453395
MAP90977195
MAP94362202
ROS83211453
ROS56265406
ROS86072386
MAP16513683
ROS70421820
MAP91189485
ROS21137312
MAP69331934
MAP78476159
ROS21172257
MAP65539462
MAP72324068
ROS20886846
MAP71063018
ROS20506451
MAP72347501
MAP78195885
ROS20549538
MAP74753465
MAP68914513
MAP94205114
ROS21133372
ROS21125782
MAP99809748
ROS60269051
ROS21274604
